"gene_name","fc","qval","pval","logfc","abs_fc"
"KDR",0.969156621339289,0.98487041998933,0.946410517845563,-0.0451982625075446,0.0451982625075446
"FLT1",1.04838043444517,0.971242256804567,0.898313035993372,0.0681623345207456,0.0681623345207456
"VEGFB",0.875299887658231,0.934872292169064,0.78546162443771,-0.192150709583422,0.192150709583422
"RAF1",1.09315304232012,0.91500694753753,0.736750594109026,0.128495393635558,0.128495393635558
"PDCD6IP",0.925890000432823,0.894123668935124,0.67971365773051,-0.111087289367892,0.111087289367892
"ARAF",0.911193711207081,0.882739338255099,0.661536959130113,-0.134170304866871,0.134170304866871
"PDCD10",0.886283640827,0.879257833486147,0.652849607539143,-0.174159610861667,0.174159610861667
"MET",1.28201075921232,0.838090167954262,0.570538311726441,0.358408369754722,0.358408369754722
"FGFR1OP2",0.677386010739313,0.749557305643075,0.42787202403251,-0.561949902040261,0.561949902040261
"TIE1",0.666330364518294,0.737019430905712,0.409977666430097,-0.585690456508965,0.585690456508965
"FGFR3",1.29009884191674,0.736315538669168,0.408993126881728,0.367481603075132,0.367481603075132
"PDGFRB",0.748700288033024,0.718921354786623,0.385287448571051,-0.417539785418889,0.417539785418889
"PDCD2L",0.793111471859337,0.710381799099829,0.372868688609421,-0.334404443842709,0.334404443842709
"PDCD4",0.578665505932736,0.637618572177186,0.289861697962393,-0.789198446809902,0.789198446809902
"PDCD11",0.692519464805899,0.617696365574795,0.267814380933678,-0.530073472990102,0.530073472990102
"PDCD7",1.22168944650105,0.575234345312599,0.229084467407128,0.288877598631954,0.288877598631954
"FGFR2",3.08036807037574,0.331207047059801,0.0664830613875793,1.62310274753685,1.62310274753685
"FGFR4",0.551308429624291,0.271864618978766,0.0409632432063342,-0.859068434172676,0.859068434172676
"PDCD5P1",0.675747025395384,0.213122573497815,0.0233985002085676,-0.565444838784845,0.565444838784845
"PDCD5",0.551208281706244,0.183728422988246,0.0161498448765834,-0.859330530708056,0.859330530708056
"TEKT4P2",0.599946021927175,0.141272471511796,0.00894533412074172,-0.737095389834696,0.737095389834696
"PDCD6",0.614300908447685,0.127144720196095,0.00671449577688055,-0.702982578080725,0.702982578080725
"PDGFRA",2.76926044082711,0.0234651898640973,0.000129036508443425,1.46950074132517,1.46950074132517
